 -5.000,-0.4055, 0.00867, 0.00363,-0.0162,0.9216,0.0224,-3.2429, 0.0000, 0.2037
 -4.900,-0.3950, 0.00863, 0.00357,-0.0160,0.9145,0.0226,-3.1676, 0.0000, 0.2032
 -4.800,-0.3843, 0.00859, 0.00351,-0.0158,0.9081,0.0227,-3.0917, 0.0000, 0.2026
 -4.700,-0.3749, 0.00836, 0.00324,-0.0154,0.9014,0.0235,-3.0337, 0.0000, 0.2027
 -4.600,-0.3645, 0.00826, 0.00312,-0.0152,0.8946,0.0240,-2.9627, 0.0000, 0.2021
 -4.500,-0.3539, 0.00820, 0.00305,-0.0150,0.8878,0.0245,-2.8895, 0.0000, 0.2014
 -4.400,-0.3431, 0.00815, 0.00298,-0.0148,0.8803,0.0250,-2.8159, 0.0000, 0.2005
 -4.300,-0.3324, 0.00811, 0.00292,-0.0147,0.8729,0.0254,-2.7427, 0.0000, 0.1996
 -4.200,-0.3216, 0.00808, 0.00286,-0.0145,0.8648,0.0260,-2.6703, 0.0000, 0.1986
 -4.100,-0.3107, 0.00805, 0.00281,-0.0144,0.8567,0.0264,-2.5978, 0.0000, 0.1974
 -4.000,-0.2998, 0.00804, 0.00277,-0.0143,0.8486,0.0268,-2.5258, 0.0000, 0.1961
 -3.900,-0.2892, 0.00798, 0.00267,-0.0141,0.8400,0.0273,-2.4584, 0.0000, 0.1950
 -3.800,-0.2787, 0.00786, 0.00253,-0.0139,0.8316,0.0282,-2.3941, 0.0000, 0.1938
 -3.700,-0.2680, 0.00782, 0.00246,-0.0138,0.8228,0.0289,-2.3255, 0.0000, 0.1924
 -3.600,-0.2571, 0.00779, 0.00241,-0.0136,0.8132,0.0295,-2.2566, 0.0000, 0.1907
 -3.500,-0.2462, 0.00776, 0.00236,-0.0135,0.8037,0.0302,-2.1883, 0.0000, 0.1887
 -3.400,-0.2353, 0.00775, 0.00230,-0.0134,0.7941,0.0308,-2.1208, 0.0000, 0.1866
 -3.200,-0.2135, 0.00768, 0.00217,-0.0132,0.7744,0.0322,-1.9903, 0.0000, 0.1818
 -3.100,-0.2028, 0.00763, 0.00209,-0.0131,0.7650,0.0334,-1.9270, 0.0000, 0.1791
